avg_rating_delta,w_win_rate,b_win_rate,n_games_played,avg_white_rating,avg_black_rating,cluster
121.734375,42.1875,57.8125,64,1417.0,1575.078125,5
111.1509433962264,41.50943396226416,58.490566037735846,53,1521.5094339622642,1578.3962264150944,5
49.39473684210526,47.36842105263158,52.63157894736842,38,1578.842105263158,1530.5,5
80.25925925925925,44.44444444444444,55.55555555555556,27,1429.2962962962963,1471.111111111111,5
62.17391304347826,47.82608695652174,52.17391304347826,23,1450.7391304347825,1329.5217391304348,5
97.75,50.0,50.0,16,1647.5,1514.125,5
109.58823529411764,50.0,50.0,34,1509.7058823529412,1510.1176470588234,5
173.06896551724137,48.27586206896552,51.72413793103448,29,1403.3103448275865,1315.896551724138,5
130.21428571428572,50.0,50.0,14,1428.7857142857142,1493.571428571429,5
182.1818181818182,45.45454545454545,54.54545454545455,11,1463.6363636363635,1435.6363636363635,5
78.88,48.0,52.0,25,1396.96,1436.48,5
105.4047619047619,45.23809523809524,54.76190476190476,42,1484.2857142857142,1590.071428571429,5
125.16666666666669,50.0,50.0,12,1515.9166666666667,1409.0833333333333,5
88.69662921348315,48.31460674157304,51.68539325842696,89,1482.0898876404494,1476.9213483146068,5
41.45454545454545,42.42424242424242,57.57575757575758,33,1449.5151515151515,1493.3333333333333,5
95.1304347826087,41.30434782608695,58.69565217391305,46,1526.4347826086955,1538.7826086956522,5
32.76470588235294,44.11764705882353,55.88235294117647,34,1437.2941176470588,1458.8235294117646,5
32.13636363636363,50.0,50.0,44,1424.2272727272727,1408.5,5
45.94117647058823,47.05882352941177,52.94117647058823,17,1396.0588235294117,1432.0,5
65.8,50.0,50.0,10,1628.9,1533.9,5
159.61764705882354,41.1764705882353,58.8235294117647,34,1543.470588235294,1460.264705882353,5
74.77777777777777,44.44444444444444,55.55555555555556,18,1603.2777777777778,1514.388888888889,5
69.2,50.0,50.0,10,1565.3,1560.1,5
49.70786516853933,49.438202247191015,50.561797752808985,89,1499.5280898876404,1466.4044943820224,5
-10.433333333333334,40.0,60.0,30,1389.1,1354.8666666666666,5
87.34615384615384,50.0,50.0,26,1605.7692307692307,1551.2692307692307,5
160.96,48.0,52.0,25,1425.6,1529.12,5
67.93877551020408,48.97959183673469,51.02040816326531,49,1491.8775510204082,1477.204081632653,5
70.73170731707317,50.0,50.0,82,1589.1341463414635,1593.6707317073171,5
57.07407407407408,40.74074074074074,59.25925925925926,27,1439.2962962962963,1376.2222222222222,5
15.678571428571429,50.0,50.0,28,1493.821428571429,1529.2142857142858,5
52.34375,46.875,53.125,32,1574.625,1583.96875,5
101.71428571428572,42.85714285714285,57.142857142857146,28,1523.178571428571,1533.178571428571,5
55.46875,50.0,50.0,32,1574.53125,1568.3125,5
82.45901639344262,45.90163934426229,54.09836065573771,61,1613.5245901639344,1584.311475409836,5
19.33333333333333,38.888888888888886,61.11111111111112,18,1464.2222222222222,1438.0,5
102.7906976744186,48.83720930232558,51.16279069767442,86,1451.4651162790697,1474.6046511627908,5
123.45,42.5,57.5,40,1478.6,1555.55,5
94.8,40.0,60.0,25,1562.72,1589.76,5
108.63333333333334,43.333333333333336,56.66666666666666,30,1582.0,1537.5666666666666,5
79.72727272727273,45.45454545454545,54.54545454545455,11,1621.090909090909,1405.7272727272727,5
