avg_rating_delta,w_win_rate,b_win_rate,n_games_played,avg_white_rating,avg_black_rating,cluster
96.97321428571428,49.10714285714285,50.892857142857146,112,1471.0267857142858,1458.803571428571,0
153.0,32.88135593220339,67.11864406779661,295,1349.04406779661,1427.9084745762711,0
101.4609375,39.84375,60.15625,128,1693.6953125,1749.09375,0
87.04587155963303,47.70642201834863,52.293577981651374,109,1595.798165137615,1557.1926605504586,0
107.2443181818182,45.45454545454545,54.54545454545455,176,1360.875,1387.346590909091,0
110.84210526315788,35.08771929824562,64.91228070175438,114,1411.4649122807018,1503.2894736842106,0
72.5635593220339,41.10169491525424,58.898305084745765,236,1566.427966101695,1621.7203389830509,0
62.85820895522388,38.059701492537314,61.940298507462686,134,1654.365671641791,1688.7761194029852,0
108.18461538461538,48.46153846153846,51.53846153846154,130,1327.4615384615386,1341.6153846153843,0
61.75,49.07407407407408,50.92592592592592,108,1570.4537037037037,1593.2407407407406,0
168.09345794392524,35.51401869158879,64.48598130841121,107,1421.411214953271,1534.0093457943926,0
