avg_rating_delta,w_win_rate,b_win_rate,n_games_played,avg_white_rating,avg_black_rating,cluster
144.95833333333334,50.0,50.0,24,1686.375,1811.25,3
148.5,50.0,50.0,12,1660.0,1753.6666666666667,3
160.6086956521739,43.47826086956522,56.52173913043478,23,1546.1739130434785,1656.695652173913,3
88.66666666666667,41.66666666666666,58.333333333333336,12,1780.0,1789.1666666666667,3
119.75,41.66666666666666,58.333333333333336,24,1610.75,1640.0833333333333,3
81.3695652173913,47.82608695652174,52.17391304347826,46,1695.4782608695652,1698.8478260869565,3
67.14285714285714,47.61904761904762,52.38095238095238,21,1680.857142857143,1681.047619047619,3
99.88888888888889,48.888888888888886,51.11111111111112,45,1754.2444444444443,1759.2,3
51.310344827586206,50.0,50.0,58,1728.7068965517242,1738.4310344827586,3
139.55172413793105,48.27586206896552,51.72413793103448,29,1634.0689655172414,1665.6896551724135,3
127.85416666666669,39.583333333333336,60.41666666666666,48,1654.375,1750.1041666666667,3
167.06666666666666,40.0,60.0,15,1798.2666666666669,1866.5333333333333,3
105.3846153846154,50.0,50.0,26,1756.2307692307693,1815.5384615384612,3
97.65384615384616,42.30769230769231,57.69230769230769,26,1720.423076923077,1798.6923076923076,3
84.08,40.0,60.0,25,1719.52,1809.52,3
164.3684210526316,47.36842105263158,52.63157894736842,19,1758.0526315789473,1786.842105263158,3
103.15,50.0,50.0,20,1613.9,1624.15,3
169.33333333333334,47.61904761904762,52.38095238095238,21,1642.2380952380952,1700.5238095238096,3
82.05940594059406,49.50495049504951,50.495049504950494,101,1665.752475247525,1626.1089108910892,3
158.31578947368422,47.36842105263158,52.63157894736842,19,1870.7368421052631,1777.8947368421052,3
72.3,50.0,50.0,10,1787.5,1841.6,3
172.6,40.0,60.0,15,1713.7333333333331,1789.1333333333334,3
93.34375,45.3125,54.6875,64,1736.375,1715.9375,3
62.92307692307692,46.15384615384615,53.84615384615385,39,1723.8461538461538,1684.1025641025642,3
105.4,50.0,50.0,10,1761.7,1666.3,3
114.24242424242424,42.42424242424242,57.57575757575758,33,1714.6363636363635,1738.7575757575758,3
104.16666666666669,50.0,50.0,18,1705.5,1716.4444444444443,3
97.04761904761904,47.61904761904762,52.38095238095238,21,1709.7619047619048,1654.7142857142858,3
84.36363636363636,40.90909090909091,59.09090909090909,22,1752.2272727272727,1746.7727272727273,3
95.03571428571428,46.42857142857143,53.57142857142857,28,1768.928571428571,1774.25,3
