avg_rating_delta,w_win_rate,b_win_rate,n_games_played,avg_white_rating,avg_black_rating,cluster
100.86842105263158,73.6842105263158,26.31578947368421,38,1732.3157894736842,1607.078947368421,3
91.36363636363636,72.72727272727273,27.272727272727277,11,1744.0,1614.8181818181818,3
139.54545454545453,63.63636363636363,36.36363636363637,11,1956.8181818181815,1857.636363636364,3
90.375,68.75,31.25,16,1923.8125,1849.3125,3
-19.2,66.66666666666667,33.333333333333336,15,1842.5333333333333,1828.5333333333333,3
74.3,80.0,20.0,10,1641.3,1636.4,3
68.73333333333333,60.0,40.0,15,1792.2,1873.4666666666667,3
0.782608695652174,78.26086956521739,21.73913043478261,23,1583.608695652174,1586.5652173913045,3
30.74074074074074,62.96296296296296,37.03703703703704,27,1746.2222222222222,1715.1851851851852,3
41.4,80.0,20.0,10,1744.4,1730.4,3
61.8,70.0,30.0,10,1960.0,1941.0,3
118.6,80.0,20.0,10,1823.8,1723.8,3
128.21428571428572,71.42857142857143,28.571428571428573,14,1835.071428571429,1826.7142857142856,3
25.066666666666663,66.66666666666667,33.333333333333336,15,1765.0,1728.8666666666666,3
91.4,60.0,40.0,15,1821.8,1800.4,3
67.6,80.0,20.0,10,1698.2,1649.2,3
78.0,71.42857142857143,28.571428571428573,21,1742.5238095238096,1656.6190476190477,3
79.4,66.66666666666667,33.333333333333336,15,1646.7333333333331,1664.0,3
135.26666666666668,66.66666666666667,33.333333333333336,15,1818.2,1739.7333333333331,3
114.72727272727272,72.72727272727273,27.272727272727277,11,1808.4545454545453,1776.8181818181818,3
-16.363636363636363,63.63636363636363,36.36363636363637,11,1794.1818181818182,1860.5454545454545,3
-9.461538461538462,69.23076923076923,30.76923076923077,13,1701.923076923077,1605.076923076923,3
58.46428571428572,64.28571428571429,35.714285714285715,28,1806.5,1728.5357142857142,3
